/* # customers */
125
/* # parking sites */
20
/* # clusters [considering cluster 0 for the depot]*/
20
/* # Trucks */
4
/* Truck capacity [kg] */
5000
/* working shift [min] */
540
/* Service time [min] */
12
/* # Service days */
6
/* # Delivery patterns */
11
/* Description of depot: [id] [coordenate x] [coordenate y] */
0	-33.049	-71.5088
/* Description of customers: [id] [coordenate x] [coordenate y] [required frequency] [demand kg] */
1	-33.0246	-71.5481	6	15958
2	-33.0246	-71.5481	6	2587
3	-33.0242	-71.5576	4	1978
4	-33.0252	-71.5482	4	1121
5	-33.0248	-71.5485	6	1094
6	-33.0245	-71.5475	6	901
7	-33.0253	-71.549	4	404
8	-33.0252	-71.5482	2	381
9	-33.0079	-71.5392	1	344
10	-33.0208	-71.5567	2	330
11	-33.0192	-71.5614	2	312
12	-33.0234	-71.5513	3	309
13	-32.9959	-71.5462	2	308
14	-33.025	-71.5511	2	305
15	-33.0241	-71.5579	4	290
16	-32.9917	-71.5445	2	284
17	-33.0434	-71.5167	2	255
18	-33.023	-71.557	3	239
19	-33.0251	-71.5595	2	234
20	-33.0249	-71.5448	2	219
21	-33.0329	-71.5365	1	212
22	-33.0207	-71.5223	2	194
23	-33.008	-71.5395	2	190
24	-33.0251	-71.5482	2	179
25	-33.025	-71.5459	2	178
26	-33.0184	-71.558	1	176
27	-33.0151	-71.5511	3	172
28	-33.0149	-71.5555	1	167
29	-32.9661	-71.5297	3	154
30	-33.0249	-71.5525	1	154
31	-33.0259	-71.5458	2	145
32	-33.0246	-71.547	2	143
33	-33.0227	-71.5144	2	135
34	-33.0243	-71.5494	2	134
35	-33.0193	-71.5428	2	132
36	-33.0087	-71.5477	3	127
37	-33.0118	-71.5413	2	127
38	-33.0169	-71.558	2	124
39	-33.029	-71.5124	2	111
41	-33.024	-71.5538	3	109
42	-33.0237	-71.5523	3	108
43	-33.0115	-71.5428	2	107
44	-33.0154	-71.5564	2	107
45	-33.0164	-71.5517	1	96
46	-33.0239	-71.559	2	95
47	-33.0237	-71.5532	1	95
48	-33.0123	-71.549	2	94
49	-33.0233	-71.5563	2	90
50	-33.0176	-71.5492	1	89
51	-33.029	-71.5166	2	88
52	-33.0237	-71.5583	1	88
53	-33.0336	-71.533	1	88
54	-33.0484	-71.5083	3	86
55	-32.9703	-71.5446	2	85
56	-33.0263	-71.5542	3	80
57	-33.0212	-71.5152	2	79
58	-33.0076	-71.541	1	76
59	-33.0178	-71.5462	1	74
60	-32.99	-71.5438	2	74
61	-33.0259	-71.5467	3	72
62	-33.0173	-71.5508	2	71
63	-33.0246	-71.5548	3	71
64	-33.0174	-71.5543	2	71
65	-33.0213	-71.5156	2	69
66	-33.0306	-71.5169	2	68
67	-33.0165	-71.5567	3	66
68	-33.0207	-71.5222	2	66
69	-33.0248	-71.5533	2	64
70	-33.0038	-71.5354	1	63
71	-33.0249	-71.545	2	63
72	-33.0119	-71.544	2	63
73	-32.9727	-71.5365	1	62
74	-33.0163	-71.5575	2	62
75	-33.0212	-71.554	2	61
76	-33.017	-71.5554	1	59
77	-33.0273	-71.5233	2	59
78	-33.0296	-71.5315	1	59
79	-32.9719	-71.5435	1	58
80	-33.0451	-71.5151	1	57
81	-33.0088	-71.5478	2	54
82	-32.9684	-71.5447	2	52
83	-33.0226	-71.5055	1	52
84	-33.0263	-71.5473	1	50
85	-33.0283	-71.5165	1	49
86	-33.0247	-71.5571	2	49
87	-33.0178	-71.5417	2	47
88	-33.025	-71.5448	2	47
90	-33.0019	-71.5415	2	46
91	-33.019	-71.5536	2	46
92	-33.0099	-71.5474	1	46
93	-32.9719	-71.5426	1	44
94	-33.0196	-71.5578	1	44
95	-33.0183	-71.5518	1	44
96	-33.0265	-71.5231	1	44
97	-33.0222	-71.518	1	43
98	-32.9697	-71.5439	1	42
99	-33.0135	-71.5471	1	42
100	-33.0121	-71.5441	2	42
101	-33.0245	-71.513	1	40
103	-33.0169	-71.5578	1	40
104	-33.0244	-71.5553	2	40
105	-33.0167	-71.5562	1	38
106	-33.0067	-71.5398	2	37
108	-33.025	-71.5528	1	33
109	-33.0072	-71.5367	2	32
110	-33.0157	-71.5447	2	32
112	-33.0063	-71.5463	2	31
114	-33.0247	-71.5584	1	30
116	-32.9727	-71.5438	1	28
117	-33.0267	-71.5196	1	28
119	-33.0065	-71.5303	1	26
120	-33.0281	-71.543	2	25
121	-32.9975	-71.5464	3	25
122	-32.9975	-71.5464	2	24
123	-33.0079	-71.5367	1	24
125	-33.0279	-71.5143	1	24
127	-33.0051	-71.5368	1	23
129	-33.0103	-71.5466	1	22
130	-33.017	-71.5526	1	22
131	-32.9721	-71.5415	1	22
134	-33.0213	-71.5515	1	22
136	-33.0115	-71.5411	1	22
137	-33.0135	-71.5484	1	22
141	-32.9714	-71.538	1	21
142	-33.0061	-71.5278	1	21
/* Description of parking sites: [id] [coordenate x] [coordenate y] */
147	-33.0122	-71.5494
148	-33.0176	-71.5424
149	-33.0203	-71.5562
150	-33.0232	-71.5452
151	-33.0186	-71.5494
152	-33.0176	-71.5568
153	-33.0157	-71.5552
155	-33.0242	-71.5585
157	-33.013	-71.5417
158	-33.0073	-71.5382
160	-33.0289	-71.5402
162	-33.0442	-71.5146
163	-33.0288	-71.5152
165	-33.0239	-71.5137
166	-32.9713	-71.5406
167	-32.991	-71.5468
172	-33.0029	-71.5382
174	-33.006	-71.5293
175	-32.9963	-71.5477
176	-32.9711	-71.5439
/* Matrix of clusters for parking sites [first of each row correspond to the cluster id]*/
0	0	-1
1	162	-1
3	163	-1
4	165	-1
5	160	-1
6	150	-1
7	155	-1
8	149	-1
10	152	153	-1
11	151	-1
12	148	-1
13	157	-1
14	147	-1
15	158	-1
16	172	-1
17	174	-1
18	175	-1
19	167	-1
20	176	-1
21	166	-1
/* Matrix of clusters for customer locations [first of each row correspond to the cluster id]*/
0	0	-1
1	17	54	80	-1
3	39	51	66	77	85	96	117	125	-1
4	22	33	57	65	68	83	97	101	-1
5	21	53	78	120	-1
6	1	2	4	5	6	7	8	20	24	25	31	32	34	61	71	84	88	-1
7	3	12	14	15	18	19	30	41	42	46	47	49	52	56	63	69	86	104	108	114	-1
8	10	11	26	75	94	134	-1
10	28	38	44	64	67	74	76	91	103	105	-1
11	27	45	50	62	95	130	-1
12	35	59	87	110	-1
13	37	43	72	100	136	-1
14	36	48	81	92	99	112	129	137	-1
15	9	23	58	106	109	123	127	-1
16	70	90	-1
17	119	142	-1
18	13	121	122	-1
19	16	60	-1
20	55	79	82	93	98	116	131	-1
21	29	73	141	-1
/* Matrix of service patterns [delivery patterns] x [service days] */
1	0	0	0	0	0	
0	0	1	0	0	0	
0	1	0	1	0	0	
1	0	1	0	0	0	
1	0	1	0	1	0	
0	1	0	1	0	1	
1	0	1	0	1	1	
0	1	0	1	1	1	
1	1	0	1	1	1	
0	1	1	1	1	1	
1	1	1	1	1	1	
/* Transportation matrix [km] ([all nodes] x [all nodes]) */
0 10 10 12 10 10 10 9 10 13 12 13 11 17 10 12 19 6 11 11 9 8 15 13 10 10 12 12 13 25 11 9 10 13 10 10 14 12 14 16 11 11 12 13 12 12 11 13 12 12 13 12 8 0 21 11 15 13 11 24 10 12 11 12 14 14 13 14 12 14 9 12 21 14 11 12 11 8 20 1 14 23 10 10 13 11 11 9 16 11 14 21 12 11 11 15 21 12 12 13 12 11 13 14 12 13 12 14 12 21 12 15 8 17 17 13 14 14 13 13 22 10 12 12 24 16 12 11 11 9 11 12 12 12 11 13 8 6 14 14 21 17 15 15 16 20 
10 0 0 3 2 0 1 1 2 6 4 5 1 10 2 3 11 7 4 3 2 6 9 6 2 1 4 5 5 18 1 2 1 11 0 3 6 5 6 13 1 1 5 6 4 3 1 6 2 4 10 2 6 10 13 3 10 6 4 16 1 4 2 4 12 12 5 9 2 7 2 5 14 6 4 4 8 5 13 9 6 15 12 1 10 3 4 2 9 4 6 13 4 4 8 10 13 5 5 12 5 2 5 7 2 6 4 6 3 13 9 8 2 9 9 6 11 7 6 5 14 4 5 5 16 8 5 4 3 1 4 4 5 2 4 6 3 7 11 12 13 10 8 8 8 13 
10 0 0 3 2 0 1 1 2 6 4 5 1 10 2 3 11 7 4 3 2 6 9 6 2 1 4 5 5 18 1 2 1 11 0 3 6 5 6 13 1 1 5 6 4 3 1 6 2 4 10 2 6 10 13 3 10 6 4 16 1 4 2 4 12 12 5 9 2 7 2 5 14 6 4 4 8 5 13 9 6 15 12 1 10 3 4 2 9 4 6 13 4 4 8 10 13 5 5 12 5 2 5 7 2 6 4 6 3 13 9 8 2 9 9 6 11 7 6 5 14 4 5 5 16 8 5 4 3 1 4 4 5 2 4 6 3 7 11 12 13 10 8 8 8 13 
